date,e,c,h,g,h2
2002-01,22.9,125.4,419.1,2.1,13.89
2002-01,22.997619999999994,125.42584000000002,419.18636000000004,2.1,13.892856
2002-01,23.102799999999995,125.3696,418.9984,2.1,13.88664
2002-01,23.233005999999992,125.41891450000001,419.16321425,2.1,13.892085487500001
2002-01,23.571999999999996,125.70400000000001,420.11600000000004,2.1,13.923600000000004
2002-01,23.561545599999995,125.44535395000001,419.2515776750001,2.1,13.89500723625
2002-01,23.763219999999993,125.41919000000001,419.16413500000004,2.1,13.892087250000003
2002-01,23.756109039999995,125.35670911750002,418.95531731375,2.1,13.885193992312505
2002-01,23.919999999999995,124.64000000000001,416.56,2.1,13.806000000000001
2002-01,24.095759043999994,124.95329785425001,417.607074407625,2.1,13.840588193418752
2002-01,24.633162999999996,125.5347385,419.55031025000005,2.1,13.904864587500002
2002-01,24.617421190599995,125.33199657488751,418.8727253950188,2.1,13.882412514119064
2002-01,25.083999999999996,124.849,417.2585,2.1,13.828875
2002-01,25.300503370659992,125.45861193812625,419.29588726689565,2.1,13.896328993612219
2002-01,25.482649299999995,125.58611735000001,419.722023775,2.1,13.910413421250002
2002-01,25.957633181658995,126.06808999970768,421.33282710428625,2.1,13.963692853116243
2002-02,28.6,129.2,431.8,2.1,14.31
2002-02,27.4766827617649,127.56955904168969,426.35089469196294,2.1,14.129692037378458
2002-02,27.32993938,126.68693250999999,423.401063915,2.1,14.03197028025
2002-02,27.068283918313583,126.38689565980961,422.3983091788374,2.100135,13.998821559464206
2002-02,27.019000000000002,125.83509999999998,420.55415,2.1,13.937842500000002
2002-02,27.10071183881177,125.50169025382488,419.43985953252,2.10015525,13.9008527252914
2002-02,26.862668367999998,124.14272048599997,414.898039519,2.10135,13.750444357649998
2002-02,26.985744371848213,123.8650261122939,413.9699556910877,2.1008210249999997,13.71964488734227
2002-02,27.232,120.764,403.60600000000005,2.1,13.3761
2002-02,27.086698837336584,121.77222689171313,406.97560040125177,2.101170765,13.487871025630685
2002-02,26.9929641622,121.7086249494,406.76303601510006,2.1011025,13.480992020684997
2002-02,26.89329331209831,121.31098729986238,405.43408913375055,2.10258612975,13.436995137028727
2002-02,26.580730000000003,119.22177,398.451705,2.109,13.205798249999999
2002-02,26.550523183156493,119.47136759933355,399.28588645040423,2.105752851975,13.23365990037334
2002-02,26.51439312142,119.21440786784001,398.42709997936004,2.10584775,13.205161060716
2002-02,26.47969682425252,119.21724348105799,398.43657689722016,2.1049479760087504,13.205649254189323
2002-03,25.9,117.8,393.7,2.1,13.05
2002-03,26.082245134622347,117.36914287642705,392.2600301396378,2.103264963423375,13.001732697787789
2002-03,26.159277892543003,117.126863122586,391.45030569916895,2.1077325375000004,12.974704682210149
2002-03,26.150544210812505,116.19011221231727,388.31958555169194,2.1085265360369627,12.870809163825754
2002-03,26.035543000000004,113.541682,379.46825299999995,2.1069,12.577307199999998
2002-03,26.019860053197007,113.16491622415022,378.20906211755465,2.116433123289784,12.535606833684321
2002-03,26.06253079102345,112.9119314351719,377.36356032281134,2.1186931556250004,12.507483650153121
2002-03,26.006790863538967,111.86323114442615,373.8586935616347,2.125207902478273,12.39132752760499
2002-03,25.7962,107.34240000000001,358.74960000000004,2.16,11.89051
