date,e,c,h,g,h2
2002-01,22.9,125.4,419.1,2.1,13.89
2002-01,23.840241623125,121.62616169375,406.48743513437506,2.1187359412499998,13.471954758562498
2002-01,24.372783624999997,121.38370875000001,405.67713187500004,2.12117025,13.4450356125
2002-01,24.576048968874996,118.92178486625,397.44912310562506,2.13281807475,13.1723458446375
2002-01,24.766824999999997,120.08475,401.33587500000004,2.12385,13.3013325
2002-01,24.713394337018748,118.1166517805625,394.7582835824063,2.1352042090875,13.083238144239374
2002-01,25.388003293749996,119.70892881249999,400.07984103125,2.1298290375,13.259495416875
2002-01,24.956522588220622,117.76951348361874,393.5981108531469,2.13873124499625,13.044693875413312
2002-01,24.805,107.35000000000001,358.77500000000003,2.19,11.890500000000001
2002-01,24.694616597985906,113.11271944562719,378.034614989333,2.1612457197125625,12.528869863267904
2002-01,25.324477748125,113.78944544375,380.29630450937503,2.15975119125,12.6037406210625
2002-01,24.910697836353716,116.50791766316155,389.38172482161895,2.1452979019456873,12.904926004515309
2002-01,25.781732499999997,113.439975,379.1283375,2.157285,12.56523825
2002-01,25.24845777755307,115.11377967319972,384.722368907799,2.1501456145777595,12.75059468315108
2002-01,25.795016768781245,116.80311451343752,390.36830376859376,2.1441965593125,12.937608091940625
2002-01,25.306236129017144,116.68346596620195,389.96842572914863,2.1441712927821093,12.924385042151638
2002-02,28.6,129.2,431.8,2.1,14.31
2002-02,26.761295201728313,122.33142488200015,408.8444989477374,2.1248692292061384,13.549598236023922
2002-02,26.923652195659372,123.44343846478127,412.56096539545314,2.11997371524375,13.672749776134687
2002-02,25.974980650697617,119.27483246315103,398.6290453373732,2.135642477238203,13.211225674696886
2002-02,27.325267375,121.46422125,405.94621312500004,2.12582775,13.4537014875
2002-02,26.488678948502496,119.74651398586643,400.20545463697476,2.1328143049505814,13.263500304242974
2002-02,26.238701177003122,119.95526225509374,400.90311332623435,2.13095854318125,13.286665269456563
2002-02,26.048935213365244,119.19024165376214,398.34633394809987,2.134712875160241,13.201922644289384
2002-02,27.2755,107.065,357.82250000000005,2.199,11.858550000000001
2002-02,26.727682885615856,113.41643659697951,379.04966967937895,2.16627531573992,12.562187121247582
2002-02,26.59644777510203,113.06461108731094,377.87383179180233,2.1673651879678126,12.523246650251766
2002-02,26.426808682183523,116.5098605479791,389.3882181471934,2.150004250259345,12.904905427000513
2002-02,26.542560362499998,112.487630875,375.94550318750004,2.164253025,12.45963076125
2002-02,26.418490931028128,115.35768522992679,385.53752695265007,2.1524938489183336,12.777435254019675
2002-02,26.311871467396095,115.50458570063282,386.02848378895703,2.1516007587234376,12.793716276344297
2002-02,26.382870885054725,116.13491298602305,388.13510392697185,2.149995032272691,12.863464315262599
2002-03,25.9,117.8,393.7,2.1,13.05
2002-03,26.135563078438942,117.07481874704919,391.27636791776973,2.124708965211713,12.968612939571168
2002-03,26.141315239876604,118.23897028097329,395.1670848864107,2.119457914298344,13.09754487218213
2002-03,26.306726936688435,116.8936133532776,390.670760417533,2.1366057659948026,12.947990134957257
2002-03,26.085029910624996,117.34525031874999,392.180178696875,2.1216256162500002,12.9986569123125
2002-03,26.21895640378717,116.7549828212703,390.2074425868771,2.1336574618507598,12.932815228205758
2002-03,26.294998178953463,117.29787474955407,392.0218445577202,2.1337509259711878,12.992814399704784
2002-03,26.308125165983583,116.80760533556493,390.38331256886175,2.1377108049710047,12.938428733682308
2002-03,25.933300000000003,103.379,345.5035,2.1834,11.451430000000002
2002-03,26.096983428571612,110.03581937741563,367.75129107715225,2.1599319224072167,12.188607124541369
2002-03,26.13237171668672,109.93102200081529,367.4010472132511,2.162979395530392,12.17687188294517
2002-03,26.185307429054298,113.41273423025456,379.0372959800613,2.14787898607716,12.562572728776907
2002-03,25.93571639875,110.1133939625,368.01055350625,2.1628783274999996,12.197033837375002
2002-03,26.081192822605843,112.44807030565187,375.81328760046813,2.153111895641289,12.455652833737354
2002-03,26.146893763210592,112.98542545494035,377.6091850730902,2.153712448143028,12.515052191033625
2002-03,26.1701811159629,113.53336701385501,379.44046344104186,2.149453610815027,12.575839594674804
2002-04,25.3,87.4,292.1,2.1,9.68
2002-04,25.737416314349296,100.31259416053773,335.25524890495507,2.124745497278578,11.110877934984977
2002-04,25.76026781949543,101.06902565826996,337.78332259474433,2.1225079071650277,11.194624151082111
2002-04,25.95127481661804,106.82481698405816,357.01978307829967,2.1371582249211922,11.832499919886684
2002-04,25.878809008562502,101.91891755687499,340.6237507821875,2.121054776625,11.288669727981251
2002-04,25.947744729326242,105.5681685727769,352.81993180901753,2.131939256939699,11.693155711644145
2002-04,26.024646741982156,108.2132876411552,361.6601981691241,2.1316393221982315,11.986284036333561
2002-04,25.997260334792447,108.05656189029736,361.1364042123097,2.136159453610718,11.96895558493128
2002-04,25.728295000000003,90.57585,302.714025,2.19591,10.032144500000001
2002-04,25.839760174922866,98.53146895096454,329.30254096769727,2.1657395330884945,10.913592347695603
2002-04,25.892232624643732,99.96626216931224,334.09777093428033,2.1695244328157344,11.072583314177933
2002-04,25.893920488378832,102.41621580265294,342.2857738667611,2.1508576457928745,11.344009464977258
2002-04,26.076918742750003,102.5590258825,342.76306018625,2.1717700395,11.359807779775
2002-04,26.009490134511484,103.92168352477748,347.3172054643879,2.156650550532606,11.51079702154417
2002-04,26.039509352321602,105.04939139972234,351.0861238885457,2.157243292188439,11.63576191772831
2002-04,25.979706509788095,104.38115644030184,348.85281231364036,2.1512310801740266,11.561710528620054
2002-05,27.4,45.6,152.4,2.7,5.05
2002-05,26.668602154419126,74.61623190151676,249.37530135506915,2.425291573272649,8.264383694410258
2002-05,26.66502911714015,75.07516448374689,250.90910235357515,2.4223400280312406,8.315214742525725
2002-05,26.291486322495288,88.510018951424,295.8098001797592,2.289447753918489,9.803498398180214
2002-05,26.745248883512495,78.35945148537499,261.8855352274375,2.421206371725,8.67918366137625
2002-05,26.421477720374348,88.05312312176014,294.2828062227247,2.3141107071380604,9.752967901323164
2002-05,26.340877194448808,90.8603051079852,303.66470391352954,2.2850330675494517,10.063934434215628
2002-05,26.313371533191525,90.72937417844165,303.2271189647919,2.2805155959240597,10.049400286012808
2002-05,26.72439925,73.5190275,245.70832875000002,2.4465765,8.142797175
2002-05,26.53074232891805,81.2654362085912,271.5976420655548,2.370122494122656,9.000959350904886
2002-05,26.420185376940058,85.99890180991704,287.41738236472276,2.326421145274063,9.525326356102127
2002-05,26.43409045525773,85.32379347143662,285.1610992334856,2.331117249682893,9.45055578583038
2002-05,26.3608843465375,91.32610473612499,305.2214553023125,2.2952463231749998,10.115599950728749
2002-05,26.372892426444963,89.45797247909428,298.9779606538151,2.3027741318509323,9.908600978373281
2002-05,26.285862493078806,92.29949304800402,308.47462150253983,2.2737651186642456,10.223375303648812
2002-05,26.349641912991856,89.62604408703507,299.5396736593014,2.2962004791719957,9.92719439359833
2002-06,31.6,30.4,101.6,2.5,3.37
2002-06,28.999422872363052,58.88702496663318,196.80663607269508,2.407617433546804,6.52385170333144
2002-06,28.99685541966451,59.19514975972375,197.83642156539256,2.4044724080833544,6.557981203894247
2002-06,27.71118363428901,72.7094735192589,243.0027141301548,2.3655737881892573,8.054129340042971
2002-06,28.89771756747063,63.91872116111875,213.62309440689688,2.36689518649625,7.081280375588312
2002-06,28.03191678970882,71.7144975336627,239.67739965197802,2.3524094183093274,7.944212778753988
2002-06,27.65810733046554,75.2257073714198,251.41223253079778,2.3447762398412006,8.332888310959273
2002-06,27.54098351478206,76.09815506319842,254.32804455332104,2.345124281466386,8.429444431099474
2002-06,28.8346495,66.559185,222.44780250000002,2.345951,7.373761450000002
2002-06,28.24561920607031,70.64032359169387,236.0873972669769,2.3475861067958044,7.82538990519029
2002-06,27.988589429118885,73.61775021594845,246.0382704585646,2.3364199477387517,8.155038236691576
2002-06,28.001290410898278,72.1404228460926,241.1008868803621,2.350159151009339,7.991365804161249
2002-06,27.564619229449377,79.74186633448124,266.50571117050316,2.3035520716637503,8.833156409043688
2002-06,27.713924944434254,76.37781076786507,255.26268335575963,2.327722080296738,8.46057871052319
2002-06,27.489262716569804,78.40256094462912,262.0296115781027,2.323264204686032,8.684700699982109
2002-06,27.705257365655395,75.65125300562238,252.83445083458014,2.3360366830898873,8.380074502404229
2002-07,30.6,22.8,76.2,2.7,2.52
2002-07,29.227295503902507,48.33760012234955,161.54934777732612,2.521823333580613,5.3517183968604565
2002-07,29.242213709671944,48.07445503829322,160.66988920692734,2.5229879892238607,5.322579277548682
2002-07,28.57304343636948,60.907792332859756,203.56025332297867,2.4319541884360687,6.745602546330511
2002-07,28.72996710849144,54.71058685744312,182.84854028671782,2.4988626102233753,6.057357563272019
2002-07,28.400719492239247,62.20745529158889,207.9038637376787,2.4361933680786763,6.889085183677292
2002-07,28.4110131813341,62.72045311445085,209.6183564614542,2.4277870175428493,6.946283102531406
2002-07,28.341807134743398,64.35195233513133,215.0709985937285,2.413630950748396,7.127248029720228
2002-07,28.499034387500004,57.698789125000005,192.8354268125,2.483987475,6.388203526250001
2002-07,28.45406381366791,60.38775690466617,201.8222401813843,2.4529940383948223,6.6870336784889854
2002-07,28.323908333644702,62.70529271867518,209.56768882294077,2.437051185344479,6.943986414519704
2002-07,28.4976414733549,60.460379138227474,202.0649513303918,2.44678661183958,6.695398801945588
2002-07,28.029481036293,67.36703830899,225.14773329583502,2.414206095714,7.4607456420303
2002-07,28.228830237197634,64.79698522225563,216.5583453480649,2.42307151836415,7.176086425506728
2002-07,28.122862216711166,67.02119178878117,223.99187782040022,2.4057015248875935,7.422782142816203
2002-07,28.27064784717669,64.48833572334185,215.5268062332741,2.4211425088071055,7.141981726201772
2002-08,29.8,19.0,63.5,2.9,2.1
2002-08,29.080766134493437,40.957154237897406,136.8831207424466,2.665483435390322,4.533743416327501
2002-08,29.04165358901725,41.74642688455883,139.52095300892034,2.658661600791166,4.6213041395838665
2002-08,28.700089834191616,52.145796247474614,174.27674009024415,2.547533545974097,5.773858138206027
2002-08,28.936703058992993,44.401193309844906,148.3934618513238,2.6397435089918186,4.915671326806294
2002-08,28.71455456474534,51.51831783017315,172.17964116926294,2.5589166179683596,5.704425726808674
2002-08,28.75665737579852,51.79172330879091,173.09339105832754,2.5472264849242046,5.734727041748165
2002-08,28.65280809677466,53.98182787097892,180.41295104248218,2.5278665965325824,5.977427719683923
2002-08,28.2446990875,51.108050125000005,170.80848331250002,2.5993080749999997,5.658760396250001
2002-08,28.469687601757556,51.6481911702711,172.61369154274814,2.574284156511111,5.718695292130133
2002-08,28.38492661433829,54.196705513097086,181.13109474114032,2.5468966012733096,6.0011951401758825
2002-08,28.578017390136495,52.141868079083345,174.2636117379891,2.5587508284203135,5.773457263441289
2002-08,28.32591227171855,58.05931172963141,194.04033130692605,2.5012935237457183,6.429566094061449
2002-08,28.487402365553038,55.14227488058787,184.29128710091211,2.526829361768597,6.106137927964335
2002-08,28.40980281489423,57.84244356026913,193.315535056689,2.497648476979207,6.405401448764313
2002-08,28.507949447134077,55.156427072688324,184.33858521661628,2.525136929680485,6.107645573744819
2002-09,24.6,38.0,127.0,2.9,4.21
2002-09,26.574916330348785,45.572917152154616,152.30948627167467,2.723880631975445,5.047377970912671
2002-09,26.58768917909336,45.7750261906172,152.98495595285223,2.7205547754975026,5.069796955528614
2002-09,27.5505355195995,49.485892178039386,165.38706070028954,2.6354292646333732,5.480099711270936
